NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_EM,ANO_IN_GRAD,CO_TURNO_GRADUACAO,TP_INSCRICAO_ADM,TP_INSCRICAO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68,QE_I69,QE_I70,QE_I71,QE_I72,QE_I73,QE_I74,QE_I75,QE_I76,QE_I77,QE_I78,QE_I79,QE_I80,QE_I81
2017,1205,4,10022,2001,79377,0,1721208,17,1,45,F,1990.0,2014.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,ECABCEAE,91011110.0,EAAEDAEDBBBADEDDDBBDEEADCBD,111011910111991111100111119,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"71,3","57,2","71,4","36,0",22.0,50.0,15.0,50.0,70.0,45.0,"76,0","82,6","38,3",15.0,60.0,40.0,E,D,C,B,B,C,B,D,D,A,A,A,A,C,C,B,A,F,E,C,A,A,A,D,35.0,A,B,A,A,B,B,B,E,C,H,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,7.0,4.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,B,I,I,A,D,A,C,A,A,A,A,A
2017,1205,4,10022,2001,79377,0,1721208,17,1,26,M,2013.0,2014.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BCEBCEBC,91011100.0,DBDDDCEDAEEAABDECCBECBACCBA,000110910001991000100010119,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"46,5","63,9","57,1","74,0",78.0,70.0,80.0,70.0,50.0,75.0,"40,7","39,1","50,0",55.0,80.0,15.0,D,D,C,B,B,D,B,D,C,A,D,A,A,A,C,C,A,E,E,C,A,F,A,A,11.0,A,A,A,G,B,C,B,E,A,F,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,3.0,3.0,5.0,3.0,5.0,5.0,6.0,6.0,5.0,2.0,2.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,8.0,6.0,6.0,3.0,3.0,B,B,I,I,A,A,B,D,C,B,B,B,C
2017,1205,4,10022,2001,79377,0,1721208,17,1,24,F,2009.0,2014.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,DCBACEBD,91101101.0,CAADDABEDDEDACDADBCDCEDBEDC,011111900000991011000100009,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"50,6","69,6","71,4","67,0",82.0,50.0,90.0,52.0,80.0,45.0,"44,2","39,1","73,3",70.0,90.0,60.0,E,E,D,C,D,D,E,D,C,C,A,A,B,B,C,D,A,F,D,C,A,A,A,C,11.0,A,D,A,A,B,B,B,E,C,H,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,B,F,A,A,A,A,A,B,A,A,B,B,A
2017,1205,4,10022,2001,79377,0,1721208,17,1,36,F,1998.0,2013.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,ECDBBEAC,91010110.0,ABACDCDEDEDEBDDCAEBCEDABCBC,001010900000991000110010119,555.0,555.0,555.0,555.0,555.0,555.0,336.0,336.0,555.0,555.0,333.0,"35,3","34,3","57,1","0,0",0.0,65.0,0.0,0.0,55.0,0.0,"35,6","34,8","40,0",60.0,60.0,0.0,D,D,A,D,D,A,B,D,E,B,B,A,C,B,C,B,B,E,D,B,A,A,A,A,31.0,A,C,B,J,A,B,B,E,H,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,4.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,B,B,A,B,A,B,B,C,C,A,A,B,A
2017,1205,4,10022,2001,79377,0,1721208,17,1,34,F,2004.0,2014.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,ACEBBCDE,91010000.0,BAAADBDEADEEBADEDDDEDAAAEED,011010900000991010000010009,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"32,4","34,4","28,6","43,0",58.0,70.0,55.0,28.0,60.0,20.0,"31,7","26,1","63,3",40.0,90.0,60.0,D,D,C,A,A,B,B,E,C,B,D,A,B,B,C,D,B,E,E,C,A,A,A,A,35.0,A,D,B,K,A,E,B,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,A,A,I,I,A,A,A,D,C,A,B,A,B
2017,1205,4,10022,2001,79377,0,1721208,17,1,22,F,2013.0,2014.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,CCAEDEAD,91000111.0,EBADDEDDAEDDEABADECCC.*DDDD,101110910000990010010001009,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,"41,6","62,1","57,1","69,5",68.0,60.0,70.0,71.0,55.0,75.0,"34,8","34,8","35,0",30.0,0.0,75.0,C,C,A,.,.,.,.,.,E,A,E,A,B,B,B,F,A,B,A,B,A,A,A,A,52.0,A,A,B,C,A,C,C,E,E,I,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,2.0,2.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,3.0,4.0,6.0,6.0,5.0,A,B,G,B,A,A,A,E,A,B,B,A,A
2017,1205,4,10022,2001,79377,0,1721208,17,1,35,F,2013.0,2014.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BCEBDEBD,91010101.0,EBADDBEEEECEAADEDADAEEAEEDE,101110901000991010000110009,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"46,1","52,5","57,1","45,5",76.0,60.0,80.0,15.0,75.0,0.0,"44,0","39,1","71,7",45.0,90.0,80.0,D,D,C,B,A,C,B,C,C,C,A,A,B,B,C,C,A,F,E,C,A,A,A,A,41.0,A,D,A,B,A,E,D,E,F,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,6.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,2.0,7.0,3.0,7.0,3.0,5.0,8.0,8.0,6.0,5.0,5.0,8.0,5.0,D,A,I,I,A,D,A,C,A,B,B,A,A
2017,1205,4,10022,2001,79377,0,1721208,17,1,26,F,2013.0,2013.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BACECBED,90001001.0,EDAEDBDCAECBBADEADABDEECBDB,101010900000991000000100009,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"29,2","38,0","28,6","52,0",78.0,70.0,80.0,26.0,50.0,20.0,"26,2","21,7","51,7",70.0,20.0,65.0,D,C,C,A,A,C,E,A,C,B,D,A,B,D,C,C,A,B,A,B,A,A,A,A,11.0,A,A,B,C,A,E,B,E,C,E,5.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,4.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,7.0,8.0,4.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,5.0,6.0,B,B,I,I,A,A,A,A,C,B,B,B,C
2017,1205,4,10022,2001,79377,0,1721208,17,1,35,F,1999.0,2014.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BECDCAAB,90001010.0,EBADDADCEDCDACBECDADAAEBEBC,101111901000990000001000019,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"38,7","43,6","28,6","66,0",64.0,80.0,60.0,68.0,40.0,75.0,"37,1","34,8","50,0",0.0,70.0,80.0,C,C,C,B,B,C,B,D,D,B,A,A,D,B,C,E,C,E,E,D,A,A,A,A,35.0,A,A,B,K,B,C,C,E,C,H,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,7.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,1.0,1.0,3.0,5.0,2.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,A,A,B,A,A,B,A,C,A,B,B,C,A
2017,1205,4,10022,2001,79377,0,1721208,17,1,36,F,2006.0,2014.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,DCABCAED,91011001.0,DBAEDDACBDECDDDEDECDCCAACCE,001010900000991010000010109,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"31,9","45,9","57,1","29,0",28.0,40.0,25.0,30.0,50.0,25.0,"27,2","26,1","33,3",40.0,60.0,0.0,C,C,D,D,B,D,B,B,E,B,D,A,A,A,C,C,C,B,A,B,A,A,A,A,15.0,A,D,A,A,B,C,B,E,C,I,6.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,7.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,7.0,7.0,7.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,C,J,I,I,A,A,B,A,A,B,B,B,B
2017,1205,4,10022,2001,79377,0,1721208,17,1,34,F,2000.0,2014.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BDDCABDE,90000000.0,EBBADEEDECEEAAEAEEEDDECAABC,100010911000990000000100019,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,333.0,555.0,333.0,"21,8","8,4","0,0","21,0",42.0,50.0,40.0,0.0,0.0,0.0,"26,2","26,1","26,7",0.0,80.0,0.0,E,E,C,B,B,C,B,C,D,B,A,A,B,B,C,F,C,E,C,B,A,A,A,B,42.0,E,C,B,C,B,B,A,E,C,B,5.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,6.0,2.0,4.0,5.0,4.0,3.0,2.0,5.0,5.0,7.0,7.0,5.0,5.0,2.0,A,A,B,B,A,A,B,A,A,A,B,B,C
2017,1205,4,10022,2001,79377,0,1721208,17,1,38,M,1998.0,2013.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,DCEBDDAD,91010011.0,CBBDDADEDDBDBADDDECECEDCEDC,000111900010991110000100009,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"42,5","51,3","57,1","42,5",36.0,60.0,30.0,49.0,65.0,45.0,"39,6","34,8","66,7",40.0,100.0,60.0,E,C,B,D,C,C,B,D,D,E,A,A,C,D,C,D,A,F,C,B,A,A,A,A,29.0,A,C,B,H,A,D,D,E,C,F,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,2.0,4.0,6.0,6.0,4.0,A,B,A,C,A,A,A,C,A,A,B,A,A
2017,1205,4,10022,2001,79377,0,1721208,17,1,29,F,2003.0,2014.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,EAEBCAAE,90011010.0,BCADBAADABDDABBEAADEAABEBBA,001101910100990000001000019,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,333.0,"35,5","54,1","42,9","71,0",52.0,60.0,50.0,90.0,50.0,100.0,"29,3","30,4","23,3",70.0,0.0,0.0,D,D,C,B,B,B,B,B,D,B,A,A,B,B,C,C,B,E,C,K,A,A,A,A,42.0,A,A,B,A,B,C,B,E,E,F,3.0,3.0,7.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,6.0,6.0,8.0,8.0,7.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,7.0,5.0,7.0,5.0,A,A,G,A,A,A,A,C,A,C,C,C,A
2017,1205,4,10022,2001,79377,0,1721208,17,1,43,F,1995.0,2014.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,DEBEDEED,90100101.0,CCADECDEEEEAAEDECDBDEEDEDED,001100901001991000100100009,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"40,3","50,9","42,9","63,0",55.0,55.0,55.0,71.0,55.0,75.0,"36,8","30,4","73,3",70.0,80.0,70.0,D,D,A,B,C,C,B,A,D,B,A,A,B,D,C,D,B,E,E,B,A,A,A,A,32.0,D,C,B,G,B,B,B,E,C,E,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,5.0,8.0,8.0,6.0,5.0,4.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,A,A,I,I,A,C,B,C,A,B,B,A,B
2017,1205,4,10022,2001,79377,0,1721208,17,1,32,F,2002.0,2014.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,DCABCEBC,91011100.0,BBADADDDBEB.A...EEDECEADCBD,001100910010990000000111119,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"48,7","65,9","57,1","79,0",86.0,70.0,90.0,72.0,80.0,70.0,"43,0","39,1","65,0",55.0,60.0,80.0,D,C,A,C,B,D,B,D,D,E,A,A,D,D,C,C,B,F,D,C,A,A,A,A,29.0,A,C,B,A,B,B,B,E,B,H,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,6.0,1.0,4.0,4.0,1.0,3.0,6.0,6.0,8.0,5.0,8.0,8.0,8.0,6.0,6.0,6.0,8.0,8.0,7.0,6.0,7.0,7.0,5.0,2.0,2.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,A,A,B,A,A,B,A,A,C,C,C,B,A
2017,1205,4,10022,2001,79377,0,1721208,17,1,23,F,2012.0,2013.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,EEABCEBD,90011101.0,DAADBAEDEEDECADEDEBCAEADCBB,011101911000991010111111119,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"71,5","68,7","57,1","86,0",77.0,65.0,80.0,95.0,75.0,100.0,"72,4","69,6","88,3",85.0,80.0,100.0,D,C,C,B,B,C,B,D,D,A,A,A,B,D,D,A,B,C,C,D,A,A,A,D,43.0,A,C,B,J,A,C,B,E,A,E,6.0,6.0,4.0,4.0,6.0,4.0,5.0,5.0,5.0,6.0,2.0,5.0,6.0,4.0,5.0,5.0,4.0,1.0,2.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,1.0,6.0,5.0,2.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,A,B,D,A,A,B,B,D,A,B,B,B,B
2017,1205,4,10022,2001,79377,0,1721208,17,1,21,F,2013.0,2014.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,AABEDCCB,90100000.0,ABCEDBACEAABDBCAEBEACACBDCB,000010901000990001000000009,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"21,6","32,8","14,3","60,5",85.0,65.0,90.0,36.0,80.0,25.0,"17,8","13,0","45,0",55.0,80.0,0.0,C,C,A,C,B,C,B,E,D,A,D,A,A,D,B,C,A,A,A,C,A,A,A,C,35.0,A,A,D,A,B,B,C,E,H,A,4.0,6.0,4.0,5.0,4.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,7.0,5.0,4.0,7.0,2.0,7.0,5.0,4.0,7.0,5.0,7.0,5.0,6.0,6.0,5.0,7.0,4.0,5.0,7.0,5.0,D,D,F,B,A,B,B,B,A,D,C,B,B
2017,1205,4,10022,2001,79377,0,1721208,17,1,27,F,2010.0,2014.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,ECEEEEBE,91000100.0,EBDDDAEEAEBAABDEDAEAEDBAABE,100111900011991010000000019,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"39,8","37,2","28,6","50,0",74.0,50.0,80.0,26.0,50.0,20.0,"40,7","39,1","50,0",70.0,80.0,0.0,D,D,C,B,B,C,A,B,D,B,D,A,B,C,C,F,E,E,E,B,A,A,A,A,52.0,A,D,C,K,A,C,B,E,C,I,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,1.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,A,B,I,I,D,B,A,C,A,B,B,B,A
2017,1205,4,10022,2001,79377,0,1721208,17,1,37,F,2000.0,2014.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BCBADCEB,91100000.0,BBDABCADEAEAACDCADECECDCCCE,000000911001991000010000109,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"28,9","35,6","28,6","46,0",40.0,40.0,40.0,52.0,60.0,50.0,"26,7","26,1","30,0",40.0,50.0,0.0,E,E,A,D,D,E,E,E,E,B,B,A,A,A,C,E,A,C,A,B,A,A,A,A,29.0,A,A,C,A,A,C,B,E,F,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,J,G,A,A,A,A,C,A,A,B,B,B
2017,1205,4,10022,2001,79377,0,1721208,17,1,35,F,2010.0,2013.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,DCBECEBB,91101100.0,ABDECEADEBEDCABBCEBCCEABCEB,000000911100990000110110109,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"40,6","51,1","57,1","42,0",71.0,75.0,70.0,13.0,65.0,0.0,"37,1","34,8","50,0",55.0,80.0,15.0,C,D,C,A,A,C,C,D,C,C,A,A,B,C,C,E,E,E,E,D,A,A,A,A,42.0,A,D,G,K,B,A,A,E,E,I,4.0,5.0,4.0,5.0,4.0,4.0,5.0,6.0,4.0,6.0,4.0,4.0,4.0,5.0,4.0,5.0,8.0,4.0,8.0,8.0,5.0,5.0,5.0,5.0,6.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,4.0,7.0,8.0,B,A,I,I,A,D,B,C,A,B,B,A,A
2017,1205,4,10022,2001,79377,0,1721208,17,1,40,F,1995.0,2014.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,CCEBDEAE,91010110.0,EAADDADEAEBAEDDEDABECEEBCBD,111111900011991010100100119,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,"63,7","66,5","57,1","80,5",71.0,75.0,70.0,90.0,50.0,100.0,"62,8","60,9","73,3",45.0,100.0,75.0,C,C,C,A,B,B,E,D,D,E,A,A,A,B,C,C,A,C,B,C,A,A,A,C,32.0,A,B,C,A,A,B,B,E,E,H,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,4.0,8.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,4.0,6.0,A,A,I,I,A,B,C,C,A,A,B,A,B
2017,1205,4,10022,2001,79377,0,1721208,17,1,36,F,1998.0,2014.0,4.0,0,1,8,0,1,0,27,0,4,0,CCBBCEAD,XCBBCEAD,EAADDACDEBBAACDDDBBCAEADCBB,EAADDAXDEBBAXXDDDBBCAEADCBX,BEABBEEE,90010100.0,DBDBDDADEAECDDDEECBDECCACDC,000010911000991000100000109,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,333.0,"26,0","29,8","28,6","31,5",63.0,55.0,65.0,0.0,0.0,0.0,"24,7","26,1","16,7",30.0,20.0,0.0,C,B,B,B,A,B,A,C,D,B,D,A,B,B,C,D,B,E,E,B,A,A,A,C,32.0,A,B,F,B,B,A,A,E,A,E,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,D,J,I,I,A,A,B,D,A,B,B,B,B
