CO_IES;CO_ORGACAD;CO_GRUPO;CO_CURSO;CO_MODALIDADE;CO_MUNIC_CURSO;NU_IDADE;TP_SEXO;ANO_FIM_EM;ANO_IN_GRAD;CO_TURNO_GRADUACAO;TP_PRES;QE_I01;QE_I02;QE_I04;QE_I05;QE_I07;QE_I08;QE_I09;QE_I11;QE_I12;QE_I13;QE_I15;QE_I16;QE_I17;QE_I21;QE_I22;QE_I23;QE_I27;QE_I28;QE_I29;QE_I30;QE_I31;QE_I32;QE_I33;QE_I34;QE_I35;QE_I36;QE_I37;QE_I38;QE_I39;QE_I40;QE_I41;QE_I42;QE_I43;QE_I44;QE_I45;QE_I46;QE_I47;QE_I48;QE_I49;QE_I50;QE_I51;QE_I52;QE_I53;QE_I54;QE_I55;QE_I56;QE_I57;QE_I58;QE_I59;QE_I60;QE_I61;QE_I62;QE_I63;QE_I64;QE_I65;QE_I66;QE_I67;QE_I68
3849;10028;2402;17138;1;1702109;25;M;2011;2014;4;555;A;D;D;C;C;A;B;A;A;B;A;17;A;B;E;B;6;6;6;6;6;6;6;6;6;6;4;6;4;5;6;6;6;6;6;4;4;4;6;6;6;4;3;4;6;5;6;6;6;6;8;5;5;5;4;6;6;4
3849;10028;2402;17138;1;1702109;23;M;2011;2012;4;555;A;D;B;B;B;A;E;A;A;D;A;17;A;A;C;B;6;6;6;4;6;5;6;6;6;5;5;6;6;6;6;6;6;5;6;6;6;6;6;6;6;1;1;5;5;6;6;5;5;6;2;3;1;4;8;6;5;5
3849;10028;3002;17139;1;1702109;32;F;2005;2013;1;555;B;D;B;F;E;C;B;A;A;A;A;17;A;A;C;B;5;5;5;5;5;5;4;5;4;5;5;5;5;4;3;3;4;4;4;3;4;4;4;5;5;2;1;2;4;5;5;6;5;5;6;6;5;6;4;5;5;3
3849;10028;3002;17139;1;1702109;36;F;2003;2012;1;555;A;B;A;A;E;A;C;A;A;A;A;17;A;B;C;B;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;5;6;6;5;5
3849;10028;3002;17139;1;1702109;23;F;2012;2013;1;555;A;D;B;B;B;A;B;A;E;A;A;17;A;B;C;D;6;6;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;5;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
3849;10028;3002;17139;1;1702109;35;M;2003;2006;1;555;A;D;B;B;D;C;C;A;A;A;F;17;D;B;B;B;4;4;5;4;6;6;6;6;6;5;4;4;4;3;6;6;6;5;5;4;5;5;5;7;8;7;7;6;6;6;5;6;6;6;6;5;5;5;7;6;6;6
3849;10028;3002;17139;1;1702109;37;F;2001;2012;1;555;A;B;A;A;E;A;E;A;A;A;A;17;A;A;C;C;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
3849;10028;3002;17139;1;1702109;28;F;2008;2013;1;555;A;A;E;C;D;B;B;A;A;A;A;17;D;B;E;C;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;2;6;6;6;6;6;7;7;7;6;6;6;6;6;8;6;6;6;6;6;6;6;6
3849;10028;3002;17139;1;1702109;23;F;2011;2013;1;555;A;D;D;D;F;A;E;A;A;A;D;17;A;B;C;B;5;6;4;5;6;4;3;6;5;6;4;2;6;4;6;2;1;4;5;5;2;5;6;6;4;3;1;5;6;6;6;6;5;5;6;6;6;5;2;6;6;5
3849;10028;3002;17139;1;1702109;31;M;2006;2013;1;555;A;E;D;D;B;A;A;G;E;B;B;17;A;A;B;B;4;5;5;6;5;6;6;6;6;5;5;6;5;4;6;5;6;5;6;5;6;6;6;6;5;1;1;1;1;6;6;6;1;6;6;6;6;6;6;6;6;6
3849;10028;3002;17139;1;1702109;41;F;2006;2012;1;555;B;D;A;B;D;B;E;A;A;A;A;17;A;A;A;A;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;8;8;8;8;6;6;6;6;6;6;6;6;6;6;6;6;6;6;8
3849;10028;3002;17139;1;1702109;27;F;2007;2013;1;555;A;D;B;B;H;A;E;A;A;A;A;17;A;B;C;D;1;2;1;1;1;4;1;1;1;1;3;2;1;4;1;1;6;5;5;7;3;5;2;1;1;6;6;3;1;1;1;1;1;1;1;3;3;2;1;1;1;3
3849;10028;3002;17139;1;1702109;22;F;2014;2014;1;555;A;B;A;D;G;A;A;A;A;F;B;17;A;A;B;B;6;6;5;7;5;6;6;5;5;5;6;6;5;5;6;6;6;5;6;5;5;5;5;6;6;7;7;5;6;5;6;5;5;5;5;5;5;5;5;5;5;5
3849;10028;3002;17139;1;1702109;24;F;2010;2012;1;555;A;D;B;D;A;A;B;A;A;A;A;17;A;B;E;C;6;6;3;6;6;6;6;6;6;5;2;6;6;3;6;6;6;6;6;6;6;6;6;6;6;7;7;2;6;6;6;6;4;3;5;4;4;5;2;5;4;5
3849;10028;3002;17139;1;1702109;34;M;2001;2014;4;555;A;D;B;D;F;A;B;A;A;A;E;17;A;B;C;B;6;5;5;6;6;6;6;6;5;6;5;6;5;4;6;5;1;1;4;4;4;5;5;6;5;1;1;5;5;5;5;4;3;3;5;4;4;4;7;6;4;4
3849;10028;3002;17139;1;1702109;29;M;2006;2013;1;555;C;F;B;D;A;A;B;A;A;C;A;53;D;A;C;C;5;5;5;4;6;4;5;6;5;5;2;3;4;2;5;4;4;2;3;7;5;5;5;7;7;2;1;4;3;2;3;3;2;3;5;3;3;4;7;6;4;5
3849;10028;3002;17139;1;1702109;23;F;2012;2013;4;555;A;D;D;D;D;C;B;A;A;A;A;17;A;A;E;B;6;6;6;6;6;5;6;6;6;6;6;6;6;5;5;6;6;6;6;6;6;5;6;6;6;6;8;2;5;6;6;6;6;6;6;6;6;6;7;6;6;6
3849;10028;3002;17139;1;1702109;71;M;2000;2012;4;555;C;D;B;B;A;A;A;A;A;A;A;52;B;A;C;B;6;6;6;6;6;6;4;6;4;4;6;6;6;5;5;5;6;6;6;6;6;6;6;6;4;1;1;3;6;6;6;6;6;6;6;6;6;6;6;6;4;6
3849;10028;3002;17139;1;1702109;36;F;2000;2002;4;555;A;D;B;B;F;B;B;A;A;A;A;17;A;B;B;B;6;6;6;6;6;6;6;6;6;6;6;6;6;5;6;6;6;6;6;7;5;6;6;6;6;7;7;6;6;6;6;6;6;6;6;6;5;6;6;5;5;6
3849;10028;3002;17139;1;1702109;27;F;2010;2013;4;555;A;B;B;A;E;B;E;A;A;A;E;17;A;B;D;C;6;6;6;5;5;6;6;6;6;5;6;5;6;6;6;6;4;5;5;3;6;5;6;6;6;2;2;1;6;6;6;6;4;5;6;6;6;6;5;6;6;6
3849;10028;3002;17139;1;1702109;22;F;2013;2014;4;555;B;D;A;C;B;C;C;A;A;A;A;15;A;B;B;C;6;6;5;6;6;4;6;6;6;6;4;5;5;6;6;6;6;5;6;8;6;6;6;6;6;8;8;6;6;6;6;6;4;6;6;6;6;6;8;6;4;6
3849;10028;3002;17139;1;1702109;26;F;2010;2013;4;555;C;C;B;F;F;B;B;A;A;A;A;17;A;A;C;C;6;6;6;6;6;5;6;5;6;6;6;5;4;4;4;3;2;2;3;4;4;4;5;4;7;8;8;1;4;4;5;5;4;4;6;4;4;5;7;5;3;7
3849;10028;3002;17139;1;1702109;22;F;2013;2014;4;555;A;B;A;C;D;B;B;A;A;A;A;17;A;B;C;D;5;4;5;4;5;5;5;5;5;4;5;4;5;7;3;4;6;7;4;7;4;4;3;4;7;7;7;5;5;6;6;6;7;6;5;5;5;5;3;4;6;6
3849;10028;3002;17139;1;1702109;23;F;2012;2013;1;555;A;D;D;D;C;A;B;A;A;A;A;17;A;B;C;D;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;6;6;6;6;6;6;6;6;6;6;6;6;6
3849;10028;3002;17139;1;1702109;24;F;2011;2012;1;555;A;D;B;D;A;A;B;A;A;A;A;17;A;B;C;B;6;5;6;6;6;5;6;6;6;5;6;6;6;6;6;6;5;5;6;6;6;6;6;6;6;5;3;4;5;5;5;6;4;6;6;5;5;6;6;6;5;6
3849;10028;3002;17139;1;1702109;22;F;2012;2013;1;555;B;A;B;B;B;A;C;A;A;A;A;17;A;B;C;C;6;6;6;6;6;6;6;6;6;5;3;4;4;3;5;5;3;4;5;3;6;6;5;6;6;8;8;1;6;4;6;6;1;4;7;6;5;5;6;6;5;6
3849;10028;3002;17139;1;1702109;26;M;2011;2012;1;555;A;E;C;B;D;A;A;E;E;E;B;17;A;A;D;B;6;6;6;6;6;5;6;6;5;6;6;5;5;7;6;6;6;6;6;6;6;6;6;6;5;6;6;5;6;6;5;6;6;6;6;6;6;6;6;6;6;6
3849;10028;3002;17139;1;1702109;24;F;2010;2012;1;555;A;D;D;B;A;B;B;A;A;A;A;52;A;A;C;B;4;4;5;5;4;5;6;5;5;4;5;5;4;4;6;4;3;2;2;2;2;2;2;5;4;1;1;6;4;6;6;5;5;4;6;4;3;4;3;3;3;3
3849;10028;3002;17139;1;1702109;24;F;2010;2012;1;222;A;D;B;E;B;A;B;A;A;A;A;17;A;A;C;C;6;6;6;6;6;5;6;6;5;5;5;5;6;4;6;6;1;1;4;3;5;6;5;6;6;1;1;5;4;5;6;5;5;4;6;5;5;6;3;6;5;5
3849;10028;3002;17139;1;1702109;26;M;2010;2012;1;555;A;D;C;D;A;A;B;A;A;A;A;17;A;A;C;D;5;5;5;6;6;5;5;6;6;5;6;5;5;5;6;6;5;5;3;4;5;5;5;6;5;7;7;4;5;6;6;6;5;5;6;6;6;6;5;6;5;5
3849;10028;3002;17139;1;1702109;30;F;2005;2009;1;555;A;A;B;B;D;C;B;A;A;A;A;17;E;A;B;B;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
3849;10028;3002;17139;1;1702109;25;M;2012;2013;1;555;A;D;B;B;C;A;B;A;F;B;A;17;A;B;B;B;6;5;6;6;6;4;6;6;5;5;5;4;6;5;4;5;6;6;6;4;5;5;6;5;6;1;1;4;6;6;5;6;3;5;6;6;5;5;5;6;4;5
3849;10028;3002;17139;1;1702109;26;F;2009;2010;1;555;C;D;B;B;E;B;E;A;A;A;A;17;A;A;A;B;5;4;5;4;5;5;5;5;5;5;4;4;4;4;5;4;6;6;6;5;5;5;5;6;5;6;7;7;4;6;6;6;6;6;5;5;5;6;6;6;6;6
3849;10028;3002;17139;1;1702109;23;F;2011;2012;1;555;A;D;D;D;D;B;C;A;A;B;A;17;A;B;D;C;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
3849;10028;3002;17139;1;1702109;22;F;2012;2013;1;555;E;D;B;E;B;A;B;A;A;A;A;17;A;A;D;B;6;6;6;6;6;5;6;6;6;6;6;6;6;6;6;6;4;4;3;4;6;6;6;6;6;2;2;4;4;6;6;6;6;6;6;6;6;6;6;6;6;6
